"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
311649	20110930	Pinnacle Bank Sioux City	18958	Sioux City	IA	51106	
311658	20110930	The First National Bank of Coleraine	5117	Coleraine	MN	55722	
311845	20110930	ARVEST BANK	8728	FAYETTEVILLE	AR	72701	
311939	20110930	Washington State Bank	9326	Washington	LA	705890129	
312244	20110930	First Bank of Berne	9288	Berne	IN	467111549	
312356	20110930	The Corner Stone Bank	9388	Southwest City	MO	64863	
312730	20110930	Bridgeview Bank Group	21122	Chicago	IL	60640	
313009	20110930	The Upstate National Bank	13748	Rochester	NY	146141418	
313157	20110930	First National Bank	4193	Seiling	OK	73663	
313223	20110930	OSGOOD STATE BANK	9137	OSGOOD,	OH	453510069	
313401	20110930	National Union Bank of Kinderhook	7128	Kinderhook	NY	12106	
313577	20110930	Forward Financial Bank, SSB	28530	Marshfield	WI	54449	
314257	20110930	THE FIRST NATIONAL BANK OF DEERWOOD	5123	DEERWOOD	MN	56444	
314444	20110930	Fordyce Bank & Trust Co.	1028	Fordyce	AR	71742	
315339	20110930	BRIMFIELD BANK	10856	BRIMFIELD	IL	615170320	
315357	20110930	St. Marys State Bank, The	15312	Saint Marys	KS	66536	
315629	20110930	NexTier Bank, N.A.	7879	Butler	PA	16001	
315656	20110930	First Enterprise Bank	4049	Oklahoma City	OK	73114	
315674	20110930	Hartford Savings Bank	28531	Hartford	WI	530271983	
315852	20110930	Eastwood Bank	8208	Kasson	MN	55944	
316354	20110930	Republic Bank, Inc.	22618	Duluth	MN	55811	
316840	20110930	Republic Bank & Trust Company	23627	Louisville	KY	402022700	
316859	20110930	EXCHANGE BANK	10672	SKIATOOK	OK	74070	
316934	20110930	BUCKLEY STATE BANK	12121	BUCKLEY	IL	60918	
317100	20110930	NORTH MIDDLESEX SAVINGS BANK	90147	AYER	MA	1432	
317258	20110930	WEST PLAINS BANK AND TRUST COMPANY	15489	WEST PLAINS	MO	65775	
317342	20110930	Stock Yards Bank & Trust Co.	258	Louisville	KY	40206	
317650	20110930	CITIZENS STATE BANK	16934	GANADO	TX	77962	
318639	20110930	Bank of Chestnut	10885	Chestnut	IL	62548	
318835	20110930	Pilot Bank	27045	Tampa	FL	33612	
319047	20110930	The Riddell National Bank	4318	Brazil	IN	47834	
319458	20110930	The First National Bank	4199	Stigler	OK	74462	
319542	20110930	First National Bank of Platteville	5318	Platteville	WI	538183884	
319551	20110930	Security State Bank	18374	Scott City	KS	67871	
320034	20110930	PEOPLES BANK OF GREENSBORO	1730	GREENSBORO	AL	36744	
320052	20110930	Legacy Bank	4042	Hinton	OK	73047	
320070	20110930	Valley Central Savings Bank	28555	Reading	OH	45215	
320119	20110930	Israel Discount Bank of New York	19977	New York City	NY	100174903	
320155	20110930	COLORADO EAST BANK & TRUST	3027	Lamar	CO	810521019	
320856	20110930	Alliant Bank	15083	Sedgwick	KS	67135	
321152	20110930	CITIZENS BANK AND TRUST COMPANY	6100	Atwood	TN	38220	
321255	20110930	FIRST AMERICAN BANK	15762	STONEWALL	OK	74871	
321330	20110930	FARMERS AND MERCHANTS STATE BANK OF BUSHNELL	11324	BUSHNELL	IL	61422	
321947	20110930	FCN Bank N.A.	4319	Brookville	IN	47012	
322056	20110930	National Bank	3214	Gatesville	TX	765280779	
322449	20110930	COMMUNITY STATE BANK	8067	BROOK	IN	47922	
322476	20110930	WABASH SAVINGS BANK	30618	MT CARMEL	IL	62863	
322551	20110930	FIRST SECURITY BANK	1622	UNION STAR	MO	64494	
322757	20110930	FARMERS & MERCHANTS BANK	9188	ADAMSVILLE	TN	38310	
322850	20110930	Bank of Commerce	422	Stilwell	OK	749600512	
323035	20110930	Archer Bank	18625	Chicago	IL	606323691	
323204	20110930	The Lyons National Bank	7151	Lyons	NY	14489	
323651	20110930	Gilmer National Bank	3219	Gilmer	TX	75644	
323718	20110930	THE FIRST NATIONAL BANK OF WYOMING	4819	WYOMING	DE	19934	
324153	20110930	First National Bank of Giddings	3217	Giddings	TX	78942	
324229	20110930	The Waterford Commercial & Savings Bank	8397	Waterford	OH	45786	
324256	20110930	OKLAHOMA STATE BANK	13416	BUFFALO	OK	73834	
324274	20110930	Roselle Savings Bank	28567	Roselle	NJ	72031281	
324340	20110930	ChoiceOne Bank	1014	Sparta	MI	493450186	
324649	20110930	First National Bank	22391	Hot Springs	AR	71903	
324854	20110930	BANK OF CROCKETT	1468	BELLS	TN	38006	
324863	20110930	THE BANK OF COMMERCE	18059	AMMON	ID	83406	
324975	20110930	Dewitt Savings Bank	29535	Clinton	IL	61727	
325141	20110930	FARMERS BANK	1296	GREENWOOD	AR	72936	
325459	20110930	First State Bank In Temple	5999	Temple	OK	73568	
325534	20110930	BYRON BANK	902	BYRON	IL	610100901	
325824	20110930	FIRST NATIONAL BANK OF WELLSTON	6727	WELLSTON	OH	45692	
326054	20110930	Silver Lake Bank	15323	Topeka	KS	66608	
326344	20110930	Peoples State Bank of Newton	11722	Newton	IL	62448	
326858	20110930	The First National Bank in Sioux Falls	4016	Sioux Falls	SD	57117	
326979	20110930	Greenfield Co-operative Bank	26397	Greenfield	MA	13021345	
327015	20110930	The Salt Lick Deposit Bank	8784	Salt Lick	KY	403710157	
327220	20110930	Farmers State Bank	8647	West Salem	OH	44287	
327305	20110930	Katahdin Trust Company	12874	Patten	ME	4765	
327435	20110930	UNITED SOUTHERN BANK	15465	UMATILLA	FL	32784	
327453	20110930	First South Bank	9170	Jackson	TN	38305	
327556	20110930	First National Bank Of Texhoma, The	4208	Texhoma	OK	73949	
327855	20110930	First National Bank in Graham	3226	Graham	TX	76450	
327949	20110930	FIRST COUNTY BANK	10887	NEW BADEN	IL	62265	
328058	20110930	FIRST NATIONAL BANK	4209	THOMAS	OK	73669	
328151	20110930	Citizens State Bank, The	17315	Miltonvale	KS	67466	
328357	20110930	TITAN BANK, N.A.	3225	MINERAL WELLS	TX	76067	
328423	20110930	THE NATIONAL BANK AND TRUST	6731	WILMINGTON	OH	45177	
328450	20110930	Chickasha Bank & Trust Company	21012	Chickasha	OK	73023	
328656	20110930	FARMERS STATE BANK OF ADAMS	08821	ADAMS	MN	55909	
328777	20110930	First Savings Bank of Perkasie	30401	Perkasie	PA	18944	
329149	20110930	Bank Plus	16547	Estherville	IA	51334	
329345	20110930	First Bank	88	HAMPTON	AR	71744	
329550	20110930	INSOUTH BANK	22020	BROWNSVILLE	TN	38012	
329756	20110930	First National Bank of Southern Kansas	4734	Mount Hope	KS	671080189	
329952	20110930	First National Bank of Granbury	3228	Granbury	TX	760480400	
330239	20110930	FIRST NATIONAL BANK	22271	HAMILTON	AL	35570	
330248	20110930	FIRST NATIONAL BANK OF NOKOMIS	15763	NOKOMIS	IL	62075	
330453	20110930	ALTURA STATE BANK	10173	ALTURA	MN	55910	
330855	20110930	The Bank of Missouri	1617	Perryville	MO	63775	
330873	20110930	Wakefield Co-operative Bank	26516	Wakefield	MA	18805013	
330949	20110930	MORGANTOWN BANK & TRUST	275	MORGANTOWN	KY	42261	
331375	20110930	BankGloucester	26536	Gloucester	MA	1930	
331544	20110930	Richland County Bank	15092	Richland Center	WI	53581	
331553	20110930	NEKOMA STATE BANK	13603	LACROSSE	KS	675480010	
331713	20110930	New Tripoli Bank	7659	NEW TRIPOLI	PA	18066	
332055	20110930	First Bank of Newton	4738	Newton	KS	671140587	
332224	20110930	MECHANICS & FARMERS BANK	12266	DURHAM	NC	27702	
332345	20110930	Oakdale State Bank	11300	Oakdale	IL	62268	
332402	20110930	RANDOLPH SAVINGS BANK	90270	RANDOLPH	MA	02368	
332756	20110930	ADAMS STATE BANK	9812	ADAMS	NE	683010106	
333034	20110930	State Bank of Cochran	872	Cochran	GA	31014	
333052	20110930	FIRST NATIONAL BANK	5090	BATTLE LAKE	MN	565150038	
333203	20110930	UNION BANK	14158	MORRISVILLE	VT	56610667	
333650	20110930	THE BANK	26522	Oberlin	KS	67749	
333856	20110930	Grandview Bank	3230	Grandview	TX	76050	
333940	20110930	The First National Bank of Okawville	3826	Okawville	IL	62271	
334255	20110930	Blaine State Bank	20670	Blaine	MN	55434	
334264	20110930	FIRST COMMUNITY BANK, NATIONAL ASSOCIATION	22964	SAN BENITO	TX	78586	
334648	20110930	Titonka Savings Bank	17302	Titonka	IA	504800309	
334657	20110930	FARMERS & MERCHANTS STATE BANK	1599	BLOOMING PRAIRIE	MN	55917	
335346	20110930	HELENA NATIONAL BANK	15729	HELENA	AR	72342	
335355	20110930	Two Rivers State Bank	34468	Blair	NE	68008	
335757	20110930	State Bank of Oskaloosa, The	16205	Oskaloosa	KS	66066	
336147	20110930	United Citizens Bank   Trust Company	15249	Campbellsburg	KY	40011-0250	
336361	20110930	SANGER BANK	27043	SANGER	TX	762661029	
336576	20110930	The Equitable Bank, SSB	28614	Wauwatosa	WI	53226	
336950	20110930	ASHTON STATE BANK	1436	ASHTON	NE	688170147	
337247	20110930	American Savings Bank	9104	Tripoli	IA	506760909	
337340	20110930	Heritage Bank of Schaumburg	21721	Schaumburg	IL	601944052	
338178	20110930	Melrose Cooperative Bank	26511	Melrose	MA	02176	
338646	20110930	TrustBank	14662	Olney	IL	62450	
338758	20110930	First National Bank of the Rockies	3041	Grand Junction	CO	81505	
338851	20110930	CAMBRIDGE STATE BANK	10987	CAMBRIDGE	MN	55008	
338945	20110930	1ST COMMUNITY BANK	11706	SHERRARD	IL	612810455	
339054	20110930	Gruver State Bank	16495	Gruver	TX	790400978	
339353	20110930	First Security Bank - Canby	5107	Canby	MN	56220	
339456	20110930	First Community Bank	24353	Corpus Christi	TX	78401	
339607	20110930	Saco & Biddeford Savings Institution	17743	Saco	ME	04072	
339773	20110930	Needham Bank	26483	Needham	MA	2492	
339858	20110930	BOKF, NA	4214	Tulsa	OK	741922300	
339951	20110930	VALLEY VIEW STATE BANK	19631	OVERLAND PARK	KS	66212	
340135	20110930	Bank of Tennessee	21573	KINGSPORT	TN	37660	
340144	20110930	Peoples State Bank	18569	Wausau	WI	54402	
340256	20110930	21st Century Bank	9751	Loretto	MN	55357	
340443	20110930	FIRST NATIONAL BANK IN PINCKNEYVILLE	13813	PINCKNEYVILLE	IL	62274	
340555	20110930	THE FIRST NATIONAL BANK OF ORDWAY	3045	ORDWAY	CO	81063	
340649	20110930	Citizens State Bank	26720	Pocahontas	IA	50574	
340742	20110930	CIBM BANK	11729	CHAMPAIGN	IL	61821	
340751	20110930	First National Bank, Albany/Breckenridge	3067	Albany	TX	76430	
341178	20110930	Blue Ridge Savings Bank	32347	Asheville	NC	28801	
341851	20110930	Clinton State Bank	01099	Clinton	MN	56225	
341954	20110930	THE FIRST STATE BANK	11140	HALLSVILLE	TX	756500600	
342054	20110930	Phelps County Bank	18841	Rolla	MO	65401	
342175	20110930	Asheville Savings Bank	29663	Asheville	NC	28801	
342362	20110930	First National Bank of Shiner	5529	Shiner	TX	77984	
342410	20110930	Orrstown Bank	713	Shippensburg	PA	172570250	
342634	20110930	Trustmark National Bank	4988	Jackson	MS	39205	
343051	20110930	Bank of Eufaula	4094	Eufaula	OK	74432	
343248	20110930	FIRST NATIONAL BANK	4494	PRIMGHAR	IA	512450068	
343257	20110930	UNITED SOUTHWEST BANK	10208	COTTONWOOD	MN	56229	
343770	20110930	NASHVILLE SAVINGS BANK	29677	NASHVILLE	IL	62263	
343903	20110930	South Adams Savings Bank	90140	Adams	MA	012200306	
343958	20110930	Currie State Bank	08833	Currie	MN	56123	
344647	20110930	First Bankers Trust Company, N.A.	16501	Quincy	IL	62301	
344816	20110930	Citizens Deposit Bank & Trust	12165	Vanceburg	KY	41179	
344852	20110930	Farmers State Bank	1413	Darwin	MN	55324	
345149	20110930	STATE BANK OF PRAIRIE DU ROCHER	12117	PRAIRIE DU ROCHER	IL	62277	
345309	20110930	Chelsea Groton Bank	18238	Norwich	CT	6360	
345345	20110930	American Bank National Association	5800	Le Mars	IA	510310310	
345747	20110930	State Bank of Lizton	1833	Lizton	IN	46149	
345756	20110930	First State Bank of St. Charles	12219	St. Charles	MO	63301	
346566	20110930	FIRST NATIONAL BANK OF SOUTH PADRE ISLAND	24902	SOUTH PADRE ISLAND	TX	78597	
347022	20110930	FIRST NATIONAL BANK OF SOUTH CAROLINA	2107	HOLLY HILL	SC	29059	
347639	20110930	Devon Bank	16249	Chicago	IL	606455494	
347657	20110930	Bank Of Bertrand	15267	Bertrand	NE	68927	
347956	20110930	Valley National Bank	23737	Tulsa	OK	74137	
348159	20110930	BANK OF BENNINGTON	8595	BENNINGTON	NE	68007	
348207	20110930	BELMONT SAVINGS BANK	23901	BELMONT	MA	02478	
348458	20110930	Tulsa National Bank	25806	Tulsa	OK	74136	
348542	20110930	Walworth State Bank	15231	Walworth	WI	53184	
348551	20110930	Capital City Bank	16803	Topeka	KS	666011433	
348720	20110930	Farmers and Merchants Bank	2036	Salisbury	NC	28144	
348748	20110930	Farmers State Bank	9290	Warsaw	IN	46580	
349129	20110930	The Commercial Bank	14642	Honea Path	SC	29654	
349165	20110930	Town and Country Bank	22617	Stephenville	TX	76401	
349343	20110930	Town & Country Bank of Quincy	10460	Quincy	IL	62301	
349370	20110930	Anchor Bank	28454	Aberdeen	WA	98520	
350657	20110930	FIRST NATIONAL BANK IN HOMINY	4122	HOMINY	OK	74035	
350750	20110930	NORTH VALLEY BANK	18710	THORNTON	CO	80229	
351131	20110930	Bank Of Brewton	5605	Brewton	AL	36426	
351560	20110930	Summit Bank	23864	Oakland	CA	94611	
351850	20110930	First Bank and Trust Company	4219	Wagoner	OK	74477	
352035	20110930	Delaware Place Bank	22370	Chicago	IL	60611	
352651	20110930	Bank of Commerce	25328	McLean	TX	79057	
352745	20110930	State Street Bank & Trust Company	14857	Quincy	IL	62301	
352772	20110930	Banner Bank	28489	Walla Walla	WA	993620265	
352820	20110930	BANK OF MOUNT HOPE, INC.	13017	MOUNT HOPE	WV	25880	
353238	20110930	Central State Bank	72	Calera	AL	35040	
353546	20110930	FIRST NATIONAL BANK IN TREMONT	3749	TREMONT	IL	615680023	
353555	20110930	Amarillo National Bank	14531	Amarillo	TX	79105	
353724	20110930	The Bank of Fincastle	6128	Fincastle	VA	24090	
353957	20110930	First Farmers National Bank	4222	Waurika	OK	73573	
354057	20110930	First National Bank of Alvin	18282	Texas	TX	77511	
354253	20110930	Sunrise Bank Dakota	15847	Onida	SD	575640284	
354310	20110930	Univest Bank and Trust Co.	7759	Souderton	PA	189640197	
354552	20110930	Community National Bank	25665	Seneca	KS	66538	
354851	20110930	The State Exchange Bank	13551	Lamont	OK	74643	
354954	20110930	Colorado State Bank of Walsh	11264	Walsh	CO	810900099	
355120	20110930	Carolina Bank & Trust Company	16723	Darlington	SC	29532	
355559	20110930	Range Bank, N.A.	5072	Negaunee	MI	49866	
355737	20110930	Laura State Bank	10874	Williamsfield	IL	614890249	
355746	20110930	Simmons First Bank of South Arkansas	18590	Lake Village	AR	716530271	
355821	20110930	Bank of Floyd	16993	Floyd	VA	24091	
355858	20110930	FIRST NATIONAL BANK	14712	FORT PIERRE	SD	57501	
356145	20110930	Marshall County State Bank	12089	Varna	IL	61375	
356239	20110930	Citizens State Bank	10474	Lena	IL	61048	
356659	20110930	Solomon State Bank	4773	Solomon	KS	674800305	
356752	20110930	THE CITIZENS STATE BANK OF ONTONAGON	8183	ONTONAGON	MI	49953	
356949	20110930	First State Bank of Red Bud	11704	Red Bud	IL	62278	
357049	20110930	First National Bank	4546	Camdenton	Mo	65020	
357151	20110930	STANLEY BANK	10916	STANLEY	KS	66283	
357526	20110930	Davis Trust Company	2453	Elkins	WV	262411429	
357553	20110930	FIRST PIONEER NATIONAL BANK	3063	WRAY	CO	80758	
357777	20110930	GREENVILLE SAVINGS BANK	30637	GREENVILLE	PA	16125	
357834	20110930	FARMERS STATE BANK OF FULTON COUNTY	23866	LEWISTOWN	IL	61542	
357937	20110930	Citizens Bank & Trust Company	1376	Plaquemine	LA	70764	
358112	20110930	Commercial Bank	9310	West Liberty	KY	41472	
358149	20110930	FIRST STATE BANK	15369	SIOUX RAPIDS	IA	50585	
358233	20110930	Bank of Wedowee	5608	Wedowee	AL	36278	
358448	20110930	Mayville State Bank	12899	Mayville	MI	48744	
358756	20110930	Tampa State Bank	13584	Tampa	KS	67483	
359324	20110930	The Peoples Bank	10730	Ewing	VA	24248	
359360	20110930	First Community Bank, N.A.	26435	Sugar Land	TX	77478	
359650	20110930	Alden State Bank	17652	Sterling	KS	67579	
359744	20110930	WHITE STATE BANK	8519	SOUTH ENGLISH	IA	523350068	
359838	20110930	BANK OF YORK	862	YORK	AL	36925	
359856	20110930	First National Bank	3074	Amherst	TX	79312	
360777	20110930	JACKSON SAVINGS BANK SSB	31266	SYLVA	NC	287790757	
360843	20110930	AREA BANK	9641	ROSICLARE	IL	62982	
360955	20110930	Alta Vista State Bank	17920	Alta Vista	KS	66834	
361055	20110930	CoreFirst Bank   Trust	18100	Topeka	KS	66611	
361167	20110930	Southside Bank	18297	Tyler	TX	757013320	
361279	20110930	Community  Bank	31272	Lexington	TN	38351	
361354	20110930	Grant County Bank	15778	Medford	OK	73759	
361439	20110930	Andrew Johnson Bank	22015	Greeneville	TN	37743	
361653	20110930	Commercial State Bank	17687	Andrews	TX	79714	
362043	20110930	THE EXCHANGE STATE BANK	16094	SPRINGVILLE	IA	523360039	
362155	20110930	THE FIRST NATIONAL BANK OF ANDERSON	3075	ANDERSON	TX	778300159	
362717	20110930	THE CROGHAN COLONIAL BANK	13341	FREMONT	OH	43420	
362753	20110930	Avon State Bank	10171	Avon	MN	563100008	
362856	20110930	BIG BEND BANKS, N.A.	3320	MARFA	TX	79843	
362940	20110930	State Bank of St. Jacob	5730	St. Jacob	IL	622810275	
363264	20110930	Uvalde National Bank	24465	Uvalde	TX	78801	
363442	20110930	Sainte Marie State Bank	12086	Sainte Marie	IL	62459	
363648	20110930	Security Trust & Savings Bank	968	Storm Lake	IA	50588	
363657	20110930	First National Bank of Bemidji	5093	Bemidji	MN	566190670	
364131	20110930	Citizens Bank and Trust Company	16780	Eastman	GA	31023	
364337	20110930	Logan County Bank	18484	Lincoln	IL	62656	
364430	20110930	Bank of St Francisville	22739	St. Francisville	LA	70775	
364449	20110930	Monroe Bank & Trust	12181	Monroe	MI	48161	
364850	20110930	First State Bank of Bigfork	10991	Bigfork	MN	566280257	
365325	20110930	United Bank	22858	Fairfax	VA	22030	
365455	20110930	ENTERPRISE BANK	3326	HOUSTON	TX	77087	
365745	20110930	Pinnacle Bank	00252	Marshalltown	IA	50158	
365848	20110930	Williamsville State Bank & Trust	12388	Williamsville	IL	626930379	
365875	20110930	American Union Saving and Loan Association, s.b.	30713	Chicago	IL	60622	
365950	20110930	FARMERS STATE BANK, S/B	11003	SCHELL CITY	MO	64783	
366078	20110930	Sturgis Bank & Trust Company	28593	Sturgis	MI	490910600	
366238	20110930	Pinnacle Bank	14065	Elberton	GA	306350430	
366247	20110930	TEMPLETON SAVINGS BANK	969	TEMPLETON	IA	51463	
366359	20110930	First National Bank of Anson	3078	Anson	TX	79501	
366658	20110930	First Independent Bank	18380	Aurora	MO	65605	
366854	20110930	KENDALL STATE BANK	16471	Valley Falls	KS	66088	
367150	20110930	COMMUNITY STATE BANK	22567	SHELBINA	MO	63468	
367244	20110930	FIRST NATIONAL BANK OF CARROLLTON	4530	CARROLLTON	MO	64633	
367431	20110930	CITIZENS BANK OF WASHINGTON COUNTY	19420	SANDERSVILLE	GA	310820836	
367543	20110930	Kentland Bank	13843	Kentland	IN	47951	
367954	20110930	ELSA STATE BANK & TRUST COMPANY	16239	ELSA	TX	785430397	
368054	20110930	MASON NATIONAL BANK	3327	MASON	TX	76856	
368175	20110930	First Federal Savings Bank	28610	Elizabethtown	KY	42701	
368344	20110930	FARMERS SAVINGS BANK & TRUST	10122	TRAER	IA	50675	
368429	20110930	NBRS FINANCIAL BANK	4862	RISING SUN	MD	219110370	
368522	20110930	Apollo Trust Company	6051	Apollo	PA	15613	
368755	20110930	THE COMMUNITY BANK OF SHELL KNOB	21717	SHELL KNOB	MO	65747	
368933	20110930	The First  National Bank of Beardstown	3607	Beardstown	IL	62618	
368951	20110930	KAW VALLEY STATE BANK & TRUST CO.	17832	WAMEGO	KS	66547	
369453	20110930	First National Bank in Wellington, The	4795	Wellington	KS	671520398	
369659	20110930	The First National Bank of Central Texas	3325	Waco	TX	76710	
370020	20110930	Pendleton Community Bank	6176	Franklin	WV	268070487	
370347	20110930	FIRST NATIONAL BANK OF LITCHFIELD	3807	LITCHFIELD	IL	62056	
370721	20110930	THE FARMERS STATE BANK	14991	NEW MADISON	OH	45346	
