"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
414652	4769	8808	0	101104041	FIRST NATIONAL BANK OF SCOTT CITY, THE	501 MAIN STREET 	SCOTT CITY	KS	67871	041	2015-01-16T16:59:26
414764	21074	0	0	111904943	TEXAS BANK	1120 U.S. HIGHWAY 79 NORTH 	HENDERSON	TX	75652	041	2015-01-29T16:13:58
414858	3342	12190	0	111903465	INCOMMONS BANK, NATIONAL ASSOCIATION	301 E COMMERCE 	MEXIA	TX	766672821	041	2015-01-28T10:26:15
415677	32328	708149	8149	255073251	AMERICAN BANK	4800 MONTGOMERY LANE, SUITE 1000 	BETHESDA	MD	20814	041	2015-01-27T11:35:05
415770	30615	705636	5636	281971505	TEMPO BANK	28 WEST BROADWAY 	TRENTON	IL	62293	041	2015-03-20T11:15:45
415855	16188	0	0	104913336	COMMERCIAL STATE BANK	127 WEST MAIN 	CEDAR BLUFFS	NE	68015	041	2015-01-21T17:44:28
416245	16450	0	0	71102568	BUSEY BANK	100 WEST UNIVERSITY AVENUE 	CHAMPAIGN	IL	61820	041	2015-01-30T16:00:30
416272	30619	0	5642	253271806	ABBEVILLE FIRST BANK	205 SOUTH MAIN STREET 	ABBEVILLE	SC	29620	041	2015-01-26T15:47:01
416339	3698	0	0	71109655	FIRST SECURITY BANK	101 EAST FAST AVENUE 	MACKINAW	IL	61755	041	2015-01-28T11:04:09
416348	16983	24977	0	84107699	HERITAGE BANK, NATIONAL ASSOCIATION	2009 BROWNS LANE 	JONESBORO	AR	72403	041	2015-01-30T14:45:02
416357	13251	0	0	104106800	CHAMBERS STATE BANK	105 E MAIN STREET 	CHAMBERS	NE	68725	041	2015-01-27T18:29:01
416656	9472	0	0	103104942	WELCH STATE BANK OF WELCH, OKLA.	396 SOUTH COMMERCIAL 	WELCH	OK	74369	041	2015-03-18T16:36:29
416674	29771	0	4066	253170758	KS BANK, INC.	1031 N. BRIGHTLEAF BLVD 	SMITHFIELD	NC	27577	041	2015-01-23T13:50:54
416973	31443	706979	6979	291970253	BRAINERD SAVINGS & LOAN FEDERAL ASSOCIATION	524 SOUTH SIXTH ST. 	BRAINERD	MN	56401	041	2015-04-20T18:14:47
417626	15243	0	0	51502858	PUTNAM COUNTY BANK	2761 MAIN STREET 	HURRICANE	WV	25526	041	2015-06-19T12:56:17
417710	22355	0	0	42101886	PINNACLE BANK, INC	26 SECOND ST 	VANCEBURG	KY	41179	041	2015-01-30T14:47:46
418100	90268	0	11279	211373461	SEAMENS BANK	221 COMMERCIAL STREET 	PROVINCETOWN	MA	02657	041	2015-06-23T10:13:29
418249	4506	3124	0	73900085	SECURITY NATIONAL BANK OF SIOUX CITY, THE	601 PIERCE STREET 	SIOUX CITY	IA	51101	041	2015-01-28T13:40:31
418436	19105	0	0	71108193	PEOPLES BANK OF MACON	FRONT AND COLE STREETS 	MACON	IL	62544	041	2015-01-26T11:36:15
418856	8110	0	0	101110475	STATE BANK OF SPRING HILL, THE	201 SOUTH WEBSTER 	SPRING HILL	KS	66083	041	2015-01-22T11:51:56
419255	16419	0	0	103112659	1ST BANK & TRUST	710 SOUTH PARK DRIVE 	BROKEN BOW	OK	74728	041	2015-01-19T14:01:06
419406	18408	0	7107	211274382	BANGOR SAVINGS BANK	3 STATE STREET 	BANGOR	ME	04401	041	2015-01-29T14:17:10
419460	5558	5737	0	111908583	FIRST NATIONAL BANK OF TRENTON, THE	106 HAMILTON STREET 	TRENTON	TX	75490	041	2015-01-29T14:41:16
419675	28533	23570	0	274970791	FIRST BANK RICHMOND, N.A.	20 NORTH NINTH STREET 	RICHMOND	IN	47374	041	2015-02-10T09:38:53
419947	9274	0	0	71106069	HILL-DODGE BANKING COMPANY, THE	501 MAIN STREET 	WARSAW	IL	62379	041	2015-01-27T13:09:23
420457	1080	0	0	81000553	SOUTHERN COMMERCIAL BANK	4435 MERAMEC BOTTOM ROAD 	SAINT LOUIS	MO	63129	041	2015-02-10T08:16:35
420578	29804	704114	4114	265270772	SAINT LANDRY HOMESTEAD FEDERAL SAVINGS BANK	235 NORTH COURT STREET 	OPELOUSAS	LA	70570	041	2015-01-30T17:09:30
420644	15046	0	0	75906016	PEOPLES COMMUNITY BANK, THE	222 WEST COMMERCIAL STREET 	MAZOMANIE	WI	53560	041	2015-01-26T10:41:07
420653	14345	0	0	101103699	VALLEY STATE BANK, THE	AVENUE B AND BARBER 	SYRACUSE	KS	67878	041	2015-06-25T11:53:25
420877	31479	0	0	262285223	FIRST FIDELITY BANK	1400 GAULT AVENUE NORTH 	FORT PAYNE	AL	359673236	041	2015-01-29T15:18:08
421445	3830	6910	0	81909146	FIRST NATIONAL BANK OF RAYMOND, THE	403 EAST BROAD STREET 	RAYMOND	IL	62560	041	2015-01-09T09:29:38
421539	21874	0	13162	64202828	FIRST PEOPLES BANK OF TENNESSEE	206 WEST BROADWAY  BOULEVARD 	JEFFERSON CITY	TN	37760	041	2015-01-26T15:32:05
422059	13957	0	0	101107158	KANSASLAND BANK	314 MAIN STREET 	QUINTER	KS	67752	041	2015-01-29T10:09:30
422116	21219	0	0	42101750	BANK OF THE MOUNTAINS, INC.	204 COURT STREET 	WEST LIBERTY	KY	41472	041	2015-01-30T08:24:44
422433	14028	0	0	65404340	FIRST GUARANTY BANK	400 EAST THOMAS 	HAMMOND	LA	70401	041	2015-03-25T17:15:01
422657	432	14578	0	103112426	SECURITY FIRST NATIONAL BANK OF HUGO	100 SOUTH BROADWAY 	HUGO	OK	74743	041	2015-01-21T16:24:02
423159	23798	17269	0	103102737	MCCURTAIN COUNTY NATIONAL BANK	20 NORTH PARK DRIVE 	BROKEN BOW	OK	74728	041	2015-01-29T20:20:52
423449	12828	0	0	74902503	FARMERS BANK, FRANKFORT, INDIANA, THE	9 EAST CLINTON STREET 	FRANKFORT	IN	46041	041	2015-01-26T16:24:39
423458	18812	0	0	111900756	SOUTHWEST BANK	4100 INTERNATIONAL PLAZA SUITE 900	FORT WORTH	TX	761094839	041	2015-08-21T11:30:47
423636	1693	0	0	64201845	UBANK	1075 FIFTH STREET 	JELLICO	TN	37762	041	2015-01-23T17:53:24
423739	17910	0	15234	61213043	MORRIS BANK	301 BELLEVUE AVENUE 	DUBLIN	GA	31021	041	2015-03-12T14:48:07
423841	17401	0	0	71107424	WENONA STATE BANK	105 WEST 1ST SOUTH STREET 	WENONA	IL	61377	041	2015-02-06T11:28:23
424156	17650	0	0	101104067	STOCKGROWERS STATE BANK	622 MAIN STREET 	ASHLAND	KS	67831	041	2015-01-29T11:23:15
424240	4511	10034	0	73903516	CITIZENS FIRST NATIONAL BANK	EAST 5TH & LAKE AVENUE 	STORM LAKE	IA	50588	041	2015-01-28T09:22:13
424352	22381	16625	0	113107162	ANAHUAC NATIONAL BANK	801 SOUTH ROSS STERLING 	ANAHUAC	TX	77514	041	2015-01-29T16:34:32
424437	10840	0	0	71112040	CAMPUS STATE BANK	206 CENTER STREET 	CAMPUS	IL	60920	041	2015-01-22T12:00:50
424633	17126	0	15863	61212989	WILCOX COUNTY STATE BANK	105 DEPOT STREET 	ABBEVILLE	GA	31001	041	2015-01-07T16:32:12
425050	13999	0	0	91408174	FARMERS AND MERCHANTS STATE BANK, THE	550 MAIN ST. 	SCOTLAND	SD	57059	041	2015-01-29T18:24:54
425108	15969	0	12781	221971086	RONDOUT SAVINGS BANK	300 BROADWAY 	KINGSTON	NY	12401	041	2015-01-28T10:49:57
425818	303	0	0	42105785	UNITED CUMBERLAND BANK	47 SOUTH MAIN STREET 	WHITLEY CITY	KY	42653	041	2015-01-20T11:01:12
425845	235	0	0	73921161	SECURITY STATE BANK	109 WEST SECOND STREET 	SUTHERLAND	IA	51058	041	2015-01-13T12:58:04
425911	7493	2515	0	31308250	EPHRATA NATIONAL BANK	31 EAST MAIN STREET 	EPHRATA	PA	175220457	041	2015-01-29T16:50:00
425957	11552	0	0	113109128	SECURITY STATE BANK	1500 MILLER STREET 	ANAHUAC	TX	77514	041	2015-01-29T11:52:58
426057	26708	0	0	111916915	RIVERBEND BANK	2000 HANDLEY EDERVILLE ROAD 	FORT WORTH	TX	76118	041	2015-01-12T17:20:18
426141	11302	0	0	81211106	FIRST STATE BANK OF ST. PETER	THIRD AND HOLMAN STREETS 	SAINT PETER	IL	62880	041	2015-01-21T15:15:36
426534	20369	0	0	71112066	HEARTLAND BANK & TRUST COMPANY	401 NORTH HERSHEY ROAD 	BLOOMINGTON	IL	61704	041	2015-05-15T14:04:31
426758	14349	0	0	81503694	BANK OF SALEM, THE	100 WEST FOURTH STREET 	SALEM	MO	65560	041	2015-01-28T20:39:27
426945	11232	0	0	75906087	BANK OF MILTON	323 PARKVIEW DRIVE 	MILTON	WI	53563	041	2015-01-27T16:15:43
427241	13130	0	0	74909988	FRIENDSHIP STATE BANK, THE	5908 EAST MAIN STREET 	FRIENDSHIP	IN	47021	041	2015-02-09T09:12:02
427353	19288	15429	0	103101262	FIRSTAR BANK, NATIONAL ASSOCIATION	1720 EAST CHEROKEE 	SALLISAW	OK	74955	041	2015-01-28T10:10:23
427858	23404	17000	0	107003861	EVERGREEN NATIONAL BANK	28145 STATE HWY 74 	EVERGREEN	CO	80439	041	2015-01-23T15:05:26
427960	22993	16814	0	123103596	TWIN RIVER NATIONAL BANK	900 FIFTH STREET 	CLARKSTON	WA	99403	041	2015-01-23T14:08:48
428060	22396	16626	0	111907199	CENTRAL NATIONAL BANK	8320 WEST HIGHWAY 84 	WACO	TX	76712	041	2015-01-29T14:36:38
428462	1237	0	0	124100857	IRELAND BANK	33 BANNOCK STREET 	MALAD CITY	ID	83252	041	2015-01-29T17:18:50
428471	29901	704295	4295	252071065	KOPERNIK FEDERAL BANK	2101 EASTERN AVENUE 	BALTIMORE	MD	21231	041	2015-01-30T06:55:00
428547	27052	0	0	71926650	ST. CHARLES BANK & TRUST COMPANY	411 WEST MAIN STREET 	SAINT CHARLES	IL	60174	041	2015-01-30T16:30:36
428631	11685	0	0	71119865	MARINE BANK & TRUST	410 BUCHANAN STREET 	CARTHAGE	IL	62321	041	2015-01-29T12:00:54
428855	15701	0	0	81518090	SEYMOUR BANK, THE	119 NORTH MAIN STREET 	SEYMOUR	MO	65746	041	2015-02-13T10:39:09
429021	8816	0	0	52101957	QUEENSTOWN BANK OF MARYLAND	7101 MAIN STREET 	QUEENSTOWN	MD	21658	041	2015-01-27T09:46:57
429487	57451	0	17942	325081306	SOUND COMMUNITY BANK	2005 FIFTH AVENUE, SUITE 200 	SEATTLE	WA	98121	041	2015-04-15T19:31:37
430036	39	0	14095	62201342	ROBERTSON BANKING COMPANY	216 NORTH WALNUT STREET 	DEMOPOLIS	AL	36732	041	2015-01-21T14:03:06
430054	22086	0	0	107002723	MAIN BANK	2424 LOUISIANA BLVD. N.E. 	ALBUQUERQUE	NM	87110	041	2015-01-23T18:45:20
430344	10791	0	0	71118798	COMMUNITY BANK	233 CARVER STREET 	WINSLOW	IL	61089	041	2015-01-20T17:21:18
430670	32173	0	0	291971469	VOYAGER BANK	775 PRAIRIE CENTER DRIVE SUITE 100	EDEN PRAIRIE	MN	55344	041	2015-01-29T10:28:15
431172	32172	0	0	322285781	PACIFIC PREMIER BANK	17901 VON KARMAN AVENUE, SUITE 1200 	IRVINE	CA	92614	041	2015-01-30T18:15:42
431323	6659	13596	0	44105819	PEOPLES NATIONAL BANK, THE	110 N MAIN ST 	NEW LEXINGTON	OH	43764	041	2015-01-17T11:39:08
431350	4796	0	0	101101060	BANK OF COMMERCE AND TRUST COMPANY, THE	201 WEST HARVEY 	WELLINGTON	KS	67152	041	2015-01-28T11:01:07
431846	8097	0	0	73908621	FARMERS SAVINGS BANK	606 3RD STREET 	VICTOR	IA	52347	041	2015-01-07T11:45:04
431958	10716	0	0	111915042	ENLOE STATE BANK, THE	45 NW 1ST ST 	COOPER	TX	75432	041	2015-01-27T14:21:47
432012	7577	8450	0	31312233	FIRST NATIONAL BANK OF LILLY, THE	500 MAIN STREET 	LILLY	PA	15938	041	2015-01-30T11:31:42
432058	17881	0	0	114923329	BRUSH COUNTRY BANK	902 EAST RILEY STREET 	FREER	TX	78357	041	2015-01-29T12:53:14
432432	41	0	14012	62201106	PHENIX-GIRARD BANK	801 13TH STREET 	PHENIX CITY	AL	36867	041	2015-04-03T08:39:17
432478	30750	705852	5852	263185018	SUNSHINE BANK	102 WEST BAKER STREET 	PLANT CITY	FL	33563	041	2015-03-26T13:57:37
433158	4019	6185	0	91403577	ROBERTS COUNTY NATIONAL BANK OF SISSETON, THE	5 EAST MAPLE 	SISSETON	SD	57262	041	2015-01-14T16:50:58
433505	17749	0	10960	211274447	BATH SAVINGS INSTITUTION	105 FRONT STREET 	BATH	ME	04530	041	2015-02-17T12:17:47
433550	15673	0	0	84308003	BANK OF RIPLEY	134 NORTH JEFFERSON 	RIPLEY	TN	38063	041	2015-01-22T12:27:52
433608	609	0	10202	21302648	TOMPKINS TRUST COMPANY	110 NORTH TIOGA STREET THE COMMONS	ITHACA	NY	14850	041	2015-01-29T14:36:26
433859	12372	0	0	102101412	FOWLER STATE BANK	201 MAIN STREET 	FOWLER	CO	81039	041	2015-01-14T13:29:00
433943	214	0	0	73902216	WASHINGTON STATE BANK	121 SOUTH MARION 	WASHINGTON	IA	52353	041	2015-01-28T17:06:53
434203	6354	10118	10329	21204597	FIRST HOPE BANK, A NATIONAL BANKING ASSOCIATION	1301 HOPE-BRIDGEVILLE ROAD 	HOPE	NJ	078440296	041	2015-01-29T16:46:06
434539	1735	0	16123	62204530	FARMERS & MERCHANTS BANK	112 EAST LADIGA STREET 	PIEDMONT	AL	36272	041	2015-01-26T13:33:41
435059	13000	0	0	111920312	ENNIS STATE BANK	815 W. ENNIS AVENUE 	ENNIS	TX	751193809	041	2015-01-28T19:10:47
435077	30776	705902	5902	273970116	METABANK	121 EAST FIFTH STREET 	STORM LAKE	IA	50588	041	2015-01-30T16:02:28
435255	485	0	0	91408695	SECURITY STATE BANK	1600 MAIN STREET 	TYNDALL	SD	57066	041	2015-01-20T17:29:14
435349	16400	0	0	74913275	IAB FINANCIAL BANK	118 EAST LUDWIG ROAD 	FORT WAYNE	IN	46825	041	2015-01-29T13:12:48
435358	10629	0	0	81512106	BANK STAR OF THE BOOTHEEL	100 SOUTH WALNUT 	STEELE	MO	63877	041	2015-01-12T11:34:10
435666	15731	0	0	111906349	SECURITY BANK OF CRAWFORD	6688 NORTH LONE STAR PARKWAY 	CRAWFORD	TX	76638	041	2015-03-17T14:06:59
435750	15511	0	0	111901467	FIRST STATE BANK	801 EAST CALIFORNIA STREET 	GAINESVILLE	TX	76240	041	2015-01-20T18:14:08
436159	8663	0	0	84307033	FIRST BANK	53 EAST CHURCH STREET 	LEXINGTON	TN	38351	041	2015-04-15T13:58:59
436542	1857	0	0	73903985	WAUKON STATE BANK	22 WEST MAIN STREET 	WAUKON	IA	52172	041	2015-01-23T15:08:58
436711	20693	24790	0	21909300	HUDSON VALLEY BANK, N.A.	21 SCARSDALE ROAD 	YONKERS	NY	10707	041	2015-02-09T13:27:08
436739	22434	16643	0	71124614	BANKCHAMPAIGN, NATIONAL ASSOCIATION	2101 SOUTH NEIL 	CHAMPAIGN	IL	61820	041	2015-01-30T11:40:48
436953	8892	0	0	81905302	BANK OF SULLIVAN	318 WEST MAIN STREET 	SULLIVAN	MO	63080	041	2015-03-18T11:20:17
437044	18071	0	0	73916406	WATKINS SAVINGS BANK, THE	202 FIRST STREET 	WATKINS	IA	52354	041	2015-01-08T11:09:24
437138	24307	0	0	62203337	FIRST BANK OF THE SOUTH	246 MAIN STREET EAST 	RAINSVILLE	AL	35986	041	2015-01-23T18:05:18
437914	17838	707938	7938	31100102	WILMINGTON SAVINGS FUND SOCIETY, FSB	500 DELAWARE AVE 	WILMINGTON	DE	19801	041	2015-03-31T16:24:54
438050	18152	0	0	103008815	ADVANTAGE BANK	8001 NE 23RD STREET 	SPENCER	OK	73141	041	2015-01-08T18:35:44
438434	5600	0	0	62204158	CITIZENS BANK OF FAYETTE, THE	100 TEMPLE AVENUE SOUTH 	FAYETTE	AL	35555	041	2015-04-20T14:52:31
439132	9244	0	14949	61204683	GLENNVILLE BANK	102 EAST BARNARD STREET 	GLENNVILLE	GA	30427	041	2015-01-29T11:11:03
439338	19459	0	0	71108407	UNITED COMMUNITY BANK	301 NORTH MAIN STREET 	CHATHAM	IL	62629	041	2015-06-10T13:21:46
439356	16553	0	0	104902172	ELKHORN VALLEY BANK & TRUST	800 W. BENJAMIN AVENUE 	NORFOLK	NE	68701	041	2015-01-17T17:08:24
439404	4256	446	0	11201830	FIRST NATIONAL ASSOCIATION, THE	223 MAIN STREET 	DAMARISCOTTA	ME	04543	041	2015-03-17T14:11:47
439730	10855	0	0	71107123	STATE BANK OF BEMENT	180 EAST BODMAN 	BEMENT	IL	61813	041	2015-03-06T11:33:48
440110	7582	0	0	31312262	LIVERPOOL COMMUNITY BANK	104 NORTH FRONT STREET 	LIVERPOOL	PA	17045	041	2015-02-05T09:32:23
440259	21000	0	0	107001601	COMMUNITY BANK	549 SOUTH GUADALUPE STREET 	SANTA FE	NM	87501	041	2015-04-29T16:23:36
440857	8893	0	0	101907196	AMERICA'S COMMUNITY BANK	1100 WEST MAIN STREET 	BLUE SPRINGS	MO	64015	041	2015-01-23T12:49:20
440978	29486	703534	3534	253272287	KINGSTREE FEDERAL SAVINGS AND LOAN ASSOCIATION	101 EAST MILL STREET 	KINGSTREE	SC	29556	041	2015-01-22T15:05:42
441050	3193	8606	0	114910523	FALLS CITY NATIONAL BANK, THE	FRONT STREET AND MAVERICK STREET 	FALLS CITY	TX	781130339	041	2015-01-29T09:53:19
441078	30819	0	5968	281271454	MARION COUNTY SAVINGS BANK	301 WEST MAIN STREET 	SALEM	IL	62881	041	2015-01-26T12:15:15
441135	10843	0	0	71108313	CITIZENS BANK OF CHATSWORTH	502 EAST LOCUST STREET 	CHATSWORTH	IL	60921	041	2015-01-26T12:57:25
441256	4028	2068	0	91400486	FIRST DAKOTA NATIONAL BANK	225 CEDAR STREET 	YANKTON	SD	57078	041	2015-02-12T10:05:31
441359	8576	0	0	81512407	MARIES COUNTY BANK, THE	FOURTH AND MAIN 	VIENNA	MO	65582	041	2015-01-23T16:41:02
441434	2824	0	14401	62202147	FNB BANK	402 SOUTH BROAD 	SCOTTSBORO	AL	35768	041	2015-03-13T15:59:23
441470	29490	703542	3542	251572976	FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION	712 WASHINGTON STREET 	RAVENSWOOD	WV	26164	041	2015-07-07T10:47:42
441630	17543	0	16629	61113101	BANK OF DADE	12634 NORTH MAIN STREET 	TRENTON	GA	30752	041	2015-01-27T14:47:05
442011	16040	718024	18024	221371194	GENERATIONS BANK	19 CAYUGA STREET 	SENECA FALLS	NY	13148	041	2015-01-29T17:25:36
442057	15254	0	0	101113799	CITIZENS STATE BANK AND TRUST COMPANY, THE	SIXTH AND BROADWAY 	WOODBINE	KS	67492	041	2015-05-08T16:00:50
442244	18384	0	0	73909222	NORTHEAST SECURITY BANK	108 NORTH CARPENTER STREET 	SUMNER	IA	50674	041	2015-01-23T17:11:40
442655	14095	14072	0	114919676	FIRST NATIONAL BANK IN FALFURRIAS, THE	200 SOUTH SAINT MARYS STREET 	FALFURRIAS	TX	783553629	041	2015-01-28T14:30:43
442758	9817	0	0	104107731	BANK OF KEYSTONE	105 INLAND SEAS 	KEYSTONE	NE	69144	041	2015-04-29T11:41:12
442806	2595	0	0	11304711	FIRST IPSWICH BANK	31 MARKET STREET 	IPSWICH	MA	01938	041	2015-06-17T15:41:49
443148	1847	0	0	74909661	BIPPUS STATE BANK, THE	150 HAUENSTEIN ROAD 	HUNTINGTON	IN	46750	041	2015-01-27T12:11:33
443205	18190	0	7397	221172241	UNION SAVINGS BANK	226 MAIN STREET 	DANBURY	CT	06810	041	2015-01-30T13:08:48
443353	8714	0	0	91808363	UNITY BANK	207 WEST LINCOLN 	AUGUSTA	WI	54722	041	2015-01-27T17:28:49
443625	8403	0	0	41210943	OTTOVILLE BANK COMPANY, THE	161 WEST THIRD STREET 	OTTOVILLE	OH	45876	041	2015-01-14T13:05:14
443634	8491	0	0	71109228	SCOTT STATE BANK	101 WEST MAIN STREET 	BETHANY	IL	61914	041	2015-01-30T12:46:20
444350	11935	0	0	114903103	FIRST TEXAS BANK	900 SOUTH AUSTIN AVENUE 	GEORGETOWN	TX	786265822	041	2015-01-15T12:53:56
444471	28724	702230	2230	242071282	FOUNDATION BANK	25 GARFIELD PLACE 	CINCINNATI	OH	45202	041	2015-01-30T08:48:38
444556	3031	0	0	102101360	POINTS WEST COMMUNITY BANK	3RD AND CEDAR 	JULESBURG	CO	80737	041	2015-01-12T17:27:58
444677	27897	0	507	253170091	BLACK MOUNTAIN SAVINGS BANK, SSB	200 EAST STATE STREET 	BLACK MOUNTAIN	NC	28711	041	2016-05-12T15:26:17
444958	13022	0	0	91810762	DAIRYLAND STATE BANK	719 NORTH MAIN STREET 	BRUCE	WI	54819	041	2015-01-23T15:12:58
445674	29517	703583	3583	292970757	PIONEER FEDERAL SAVINGS & LOAN ASSOCIATION	401 MILWAUKEE AVE. 	DEER LODGE	MT	59722	041	2015-01-22T13:08:30
445777	27968	0	644	242071541	MT. WASHINGTON SAVINGS BANK	2110 BEECHMONT AVE 	CINCINNATI	OH	45230	041	2015-01-27T14:46:09
445852	341	0	0	92902705	WESTERN BANK OF WOLF POINT	111 3RD AVE. S. 	WOLF POINT	MT	59201	041	2015-01-23T13:09:22
445955	3218	5288	0	111905609	FIRST NATIONAL BANK OF GILMER, THE	206 US HIGHWAY 271 N 	GILMER	TX	75644	041	2015-01-29T11:12:39
446130	13887	0	9676	62201711	FARMERS AND MERCHANTS BANK	1ST STREET NORTHEAST 	LAFAYETTE	AL	36862	041	2015-01-26T12:35:15
446149	16603	0	0	83907955	PEOPLES BANK, THE	116 SOUTH MAIN STREET 	MARION	KY	42064	041	2015-02-13T11:55:23
446176	29521	703587	3587	244170880	FIDELITY FEDERAL SAVINGS AND LOAN ASSOCIATION OF DELAWARE	60 NORTH SANDUSKY ST 	DELAWARE	OH	43015	041	2015-04-10T16:20:22
446877	30864	0	6031	271972569	MCHENRY SAVINGS BANK	353 BANK DRIVE 	MCHENRY	IL	60050	041	2015-04-29T14:13:10
447070	28747	0	2281	271070908	HOYNE SAVINGS BANK	4786 NORTH MILWAUKEE AVENUE 	CHICAGO	IL	60630	041	2015-01-14T16:41:28
447100	90282	0	7953	211371599	SPENCER SAVINGS BANK	176 MAIN STREET 	SPENCER	MA	01562	041	2015-01-29T10:40:41
447342	13110	0	0	71205850	FIRST STATE BANK OF BOURBON, INDIANA, THE	101 WEST CENTER STREET 	BOURBON	IN	46504	041	2015-01-23T20:00:00
447557	1513	0	0	91804833	CITIZENS STATE BANK - LA CROSSE	620 MAIN STREET 	LA CROSSE	WI	54602	041	2015-01-30T11:00:50
447874	23469	0	0	125107820	ISLANDERS BANK	225 BLAIR AVENUE 	FRIDAY HARBOR	WA	98250	041	2015-01-26T12:21:33
448040	9719	0	12402	72404333	OXFORD BANK	60 SOUTH WASHINGTON STREET 	OXFORD	MI	48371	041	2015-01-29T15:24:34
448554	25621	18303	0	114913711	SAGE CAPITAL BANK, N. A.	1606 NORTH SARAH DEWITT DRIVE 	GONZALES	TX	78629	041	2015-05-08T14:13:32
449038	25677	18410	0	31151300	CITICORP TRUST DELAWARE, NATIONAL ASSOCIATION	20 MONTCHANIN ROAD SUITE 180	GREENVILLE	DE	19807	041	2015-01-30T09:52:40
449430	16910	0	0	62104656	FARMERS EXCHANGE BANK	1920 MAIN STREET 	LOUISVILLE	AL	36048	041	2015-02-12T10:58:57
449832	14184	0	16459	62201630	MARION BANK AND TRUST COMPANY	601 SOUTH WASHINGTON STREET 	MARION	AL	36756	041	2015-01-20T11:39:14
449841	10514	0	0	83905504	FARMERS DEPOSIT BANK	2959 SHORTTOWN ROAD 	MIDDLEBURG	KY	42541	041	2015-01-30T11:34:48
449935	35602	716088	16088	71174499	COUNTRY TRUST BANK	1705 NORTH TOWANDA AVENUE 	BLOOMINGTON	IL	61701	041	2015-02-03T13:08:03
450034	22769	0	15607	62103165	CAPSTONE BANK	2301 UNIVERSITY BOULEVARD 	TUSCALOOSA	AL	35401	041	2015-01-29T15:51:04
450472	28774	702335	2335	271071033	LOOMIS FEDERAL SAVINGS AND LOAN ASSOCIATION	6350 WEST 63RD STREET 	CHICAGO	IL	606380000	041	2015-01-24T10:37:22
450632	22092	16487	14099	61102594	FIRST NATIONAL COMMUNITY BANK	701 N THIRD AVE 	CHATSWORTH	GA	30705	041	2015-01-08T16:24:20
450650	9956	0	0	84304230	TRUST COMPANY BANK	766 SOUTH WHITE STATION ROAD 	MEMPHIS	TN	381174579	041	2015-04-16T15:50:43
450669	2273	8561	0	124200249	FIRST NATIONAL BANK OF ELY, THE	595 AULTMAN STREET 	ELY	NV	89301	041	2015-07-27T18:36:54
450753	3195	0	0	113117411	FAYETTEVILLE BANK	107 WEST FAYETTE STREET 	FAYETTEVILLE	TX	78940	041	2015-01-29T11:04:55
450856	13421	0	0	104910795	UNION BANK AND TRUST COMPANY	3643 SOUTH 48TH STREET 	LINCOLN	NE	68506	041	2015-09-30T09:26:17
450959	14222	0	0	91803274	SECURITY FINANCIAL BANK	212 W. PROSPECT ST. 	DURAND	WI	54736	041	2015-01-28T12:25:25
451068	14885	0	0	125200044	FIRST BANK	331 DOCK STREET 	KETCHIKAN	AK	99901	041	2015-04-15T14:20:05
451246	1849	0	0	74904530	WAYNE BANK AND TRUST CO.	145 WEST MAIN STREET 	CAMBRIDGE CITY	IN	47327	041	2015-02-19T15:14:03
451273	30397	705278	5278	221371741	GEDDES FEDERAL SAVINGS AND LOAN ASSOCIATION	2208 WEST GENESEE ST 	SYRACUSE	NY	13219	041	2015-01-23T17:36:20
451853	10316	0	0	84303082	MEDINA BANKING COMPANY	117 S. MAIN STREET 	MEDINA	TN	38355	041	2015-01-16T14:29:16
451965	3511	1	0	121000248	WELLS FARGO BANK, NATIONAL ASSOCIATION	101 NORTH PHILLIPS AVENUE 	SIOUX FALLS	SD	57104	031	2016-11-30T16:14:38
452104	13290	0	0	22305770	BANK OF AKRON	46 MAIN STREET 	AKRON	NY	14001	041	2015-04-28T14:16:02
452159	20537	0	0	103901569	AMERICAN BANK AND TRUST COMPANY	6060 AMERICAN PLAZA 	TULSA	OK	74135	041	2015-01-28T09:52:29
452476	31713	0	7372	301271499	CARROLL COUNTY SAVINGS AND LOAN ASSOCIATION	121 NORTH FOLGER STREET 	CARROLLTON	MO	64633	041	2015-01-28T15:34:13
452739	15826	0	14991	61212015	CLAXTON BANK, THE	121 WEST MAIN 	CLAXTON	GA	30417	041	2015-01-30T17:12:36
452841	12087	0	0	71115995	SPRING VALLEY CITY BANK	315 NORTH CORNELIA STREET 	SPRING VALLEY	IL	61362	041	2015-01-15T11:37:10
452850	11886	0	0	114910565	UNION STATE BANK	100 E. MAIN STREET 	FLORENCE	TX	76527	041	2015-01-21T17:14:10
453026	17520	0	0	44011453	FIRST COMMUNITY BANK	4300 EAST BROAD ST 	COLUMBUS	OH	43213	041	2015-01-27T18:59:47
453147	10374	0	0	75904526	BANNER BANKS	416 MAIN STREET 	BIRNAMWOOD	WI	54414	041	2015-01-16T10:28:06
453370	30424	705316	5316	211373128	SCITUATE FEDERAL SAVINGS BANK	72 FRONT STREET 	SCITUATE	MA	02066	041	2015-01-16T13:04:58
