"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
750864	594942	0	0	0	58735	1333799	0	29346	0	283226	1336080	0	0	0	7116	293998	6630	0	0	184292	0	0	10345	10345	378148	312687	1262	72209	671695	0	0	0.2123	0.3636	0.3509	0.0000	0.0000	0.0000	283653	10345	-427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19107	808473	1336080	0	0	0	0	0	625615	0	0	0	619	619	0	60	0	559	0	0	0	0	0	0	0	0	0	366820	228122	0	0	0	0	0	0	-656	1782	57609	0	0	0	0	0	0	0	0	0	24873	1256	599486	9	7107	0	0	0	76737	0	2439	2083	6	-29993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92146	0	0	0	92146	0	0	0	378148	312747	1262	764400	0	62549	631	764400	827580	0	0	0	283653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594942			0	58735	1216956									7116																																		
751254																																																																																																																																																																																																	20547	0	0	4866	31437	142685	0	1928	0	9890	132550	0	0	0	0	11946	0	0	0	4197	0	0	1175	1175	30110	19931	17104	9148	78949	0	0	0.0813	0.1281	0.1155	0.0000	0.0000	0.0000	10771	1175	-881	0	0	0	0	0	0	0	0	
751656																																																																																																																																																																																																	46772	0	0	0	444023	1439611	0	16847	0	188788	1410176	70	0	0	0	130069	0	0	3758	46537	0	0	11418	11418	50831	453525	174744	79143	707222	0	0	0.0884	0.1433	0.1307	0.0000	0.0000	0.0000	118651	11418	1666	0	0	0	0	0	0	0	0	
751759																																																																																																																																																																																																	57328	0	0	0	451647	1113263	0	16538	0	136077	1103027	0	0	0	0	123606	0	0	0	0	0	0	8816	8816	44532	414823	77325	31286	577890	3657	0	0.105180	0.177319	0.164672	0.000000	0.000000	0.000000	114790	8816	9624	0	0	0	0	0	0	0	0	
751852																																																																																																																																																																																																	44801	0	0	0	1321	155902	0	2951	0	23064	157001	0	0	0	0	21675	0	0	0	1932	0	0	1234	1234	40885	14001	10023	10166	91321	0	0	0.132323	0.219596	0.207094	0.000000	0.000000	0.000000	20441	1234	100	0	0	0	0	0	0	0	0	
751955																																																																																																																																																																																																	4960	0	0	0	17449	46704	0	531	0	5448	46593	85	0	0	0	5618	0	0	0	282	0	0	325	325	5131	17546	4142	2058	20250	0	0	0.1136	0.2179	0.2053	0.0000	0.0000	0.0000	5293	325	155	0	0	0	0	0	0	0	0	
752644																																																																																																																																																																																																	5077	0	0	0	47808	198780	0	2069	0	19358	197174	0	0	0	0	19410	0	0	0	325	0	0	1631	1631	9715	45060	47611	14252	96175	1694	0	0.0903	0.1494	0.1368	0.0000	0.0000	0.0000	17779	1631	1379	0	0	0	0	0	0	0	0	
752653																																																																																																																																																																																																	12464	0	0	30186	54850	222790	0	1664	0	24345	223431	0	0	0	0	24837	1639	0	0	0	0	0	1664	1664	9503	81794	35390	12735	96595	255	0	0.103714	0.185302	0.172888	0	0	0	23173	1664	1172	0	0	0	0	0	0	0	0	
752831																																																																																																																																																																																																	30530	0	0	5490	39577	217907	0	2704	0	27351	212188	0	0	0	0	28405	0	0	0	5332	0	0	1675	1675	62608	12391	32413	4229	112257	0	0	0.125973	0.213657	0.201058	0	0	0	26730	1675	621	0	0	0	0	0	0	0	0	
753052																																																																																																																																																																																																	2866	0	0	0	10445	38880	0	227	0	4818	39371	8	0	0	0	4987	0	0	0	17	0	0	227	227	0	6693	13704	974	18653	0	0	0.1209	0.1857	0.1772	0.0000	0.0000	0.0000	4760	227	58	0	0	0	0	0	0	0	0	
753324																																																																																																																																																																																																	21439	0	0	0	108969	561578	0	8743	0	59157	567643	0	0	0	0	60930	0	0	0	7743	50	0	4944	4944	2995	98620	195432	26068	268546	0	0	0.0986	0.1555	0.1429	0.0000	0.0000	0.0000	55986	4944	3121	0	0	0	0	0	0	0	0	
753548																																																																																																																																																																																																	2662	0	0	0	30104	132183	0	1199	0	16950	128784	38	0	0	0	16586	0	0	0	2100	0	0	1037	1037	13322	22062	37600	11720	58721	0	0	0.1216	0.2002	0.1877	0.0000	0.0000	0.0000	15549	1037	536	0	0	0	0	0	0	0	0	
753641																																																																																																																																																																																																	3625	0	0	0	10516	54439	0	300	0	7290	55872	0	0	0	0	7530	0	0	0	0	0	0	300	300	157	9359	26177	2287	18907	0	0	0.129403	0.220653	0.211862	0	0	0	7230	300	60	0	0	0	0	0	0	0	0	
753856																																																																																																																																																																																																	16217	0	0	15	7843	43913	0	291	0	7585	43905	1050	0	0	0	7502	0	0	0	27	0	0	207	207	10243	21661	0	1457	12010	0	0	0.1662	0.4552	0.4426	0.0000	0.0000	0.0000	7295	207	290	0	0	0	0	0	0	0	0	
754068																																																																																																																																																																																																	21312	0	0	0	27854	167629	0	4489	0	19527	171326	0	0	0	0	20847	0	0	57	534	0	0	1585	1585	27787	18058	6439	4857	119661	0	92	0.112489	0.168291	0.155495	0.000000	0.000000	0.000000	19262	1585	173	0	0	0	0	0	0	0	0	
754246																																																																																																																																																																																																	1081	0	0	0	2507	26890	0	220	0	3719	26867	0	0	0	0	3800	0	0	0	0	0	0	220	220	419	6194	1656	712	18695	0	0	0.1332	0.1830	0.1724	0.0000	0.0000	0.0000	3580	220	139	0	0	0	0	0	0	0	0	
754536																																																																																																																																																																																																	20284	0	0	0	41965	121336	0	710	0	9275	103975	120	0	0	0	9656	0	0	0	1523	0	0	710	710	2761	55442	24780	2323	38711	0	0	0.0860	0.1533	0.1421	0.0000	0.0000	0.0000	8946	710	329	0	0	0	0	0	0	0	0	
754826																																																																																																																																																																																																	30479	0	0	150092	62024	726083	0	5972	0	81381	730406	0	0	0	0	80995	0	0	686	45784	0	0	5972	5972	6722	132872	281939	23935	308361	409	0	0.103412	0.162269	0.150305	0.000000	0.000000	0.000000	75023	5972	1426	0	0	0	0	0	0	0	0	
754853																																																																																																																																																																																																	48224	0	0	0	229925	553542	0	3549	0	60815	538416	0	0	0	0	60746	0	0	0	12707	0	0	3549	3549	35939	250084	38221	27887	228056	0	0	0.106350	0.197522	0.185982	0.000000	0.000000	0.000000	57197	3549	3019	0	0	0	0	0	0	0	0	
754929																																																																																																																																																																																																	110251	0	0	143995	169839	1063754	0	8068	0	138604	1042790	0	0	0	0	136932	2797	0	4509	0	-3460	0	8068	8068	108034	277915	141800	46185	529396	2623	0	0.124828	0.205343	0.193245	0.000000	0.000000	0.000000	128864	8068	2741	25	0	0	0	0	0	0	0	
755047																																																																																																																																																																																																	50217	0	0	0	32325	292121	0	12690	0	6854	290143	0	0	0	0	9987	0	0	132	10800	0	0	2909	2909	17512	63865	18101	12645	205557	0	0	0.024395	0.044857	0.031791	0.000000	0.000000	0.000000	7078	2909	-224	0	0	0	0	0	0	0	0	
755252																																																																																																																																																																																																	15585	0	0	14710	121566	317561	0	3168	0	33409	311019	0	0	0	0	33557	2423	0	0	12989	0	0	2435	2435	18779	101564	59033	10753	137993	2423	0	0.100131	0.172882	0.160337	0	0	0	31122	2435	2080	0	0	0	0	0	0	0	0	
755421																																																																																																																																																																																																	987	0	0	2067	251	35370	0	568	0	3976	35069	0	0	0	0	4325	0	0	0	0	0	0	349	349	426	2084	11980	1970	21448	0	0	0.1134	0.1563	0.1437	0.0000	0.0000	0.0000	3976	349	0	0	0	0	0	0	0	0	0	
755458																																																																																																																																																																																																	11144	0	0	985	10920	146049	0	1540	0	13012	141880	0	0	0	0	13979	0	0	0	8687	0	0	1358	1358	649	22482	49335	2866	74732	0	0	0.0890	0.1243	0.1122	0.0000	0.0000	0.0000	12621	1358	391	0	0	0	0	0	0	0	0	
755850																																																																																																																																																																																																	8342	0	0	0	46585	184275	0	1441	0	18558	174635	0	0	0	0	16489	0	0	0	3207	0	0	1441	1441	11143	42773	17489	7740	110176	0	0	0.0875	0.1184	0.1080	0.0000	0.0000	0.0000	15048	1441	887	0	0	0	0	0	0	0	0	
756343																																																																																																																																																																																																	6580	0	0	545	405	58938	0	496	0	5851	60337	0	0	0	0	6332	0	0	0	0	0	0	496	496	362	7088	65	2698	51904	0	0	0.0967	0.1186	0.1093	0.0000	0.0000	0.0000	5836	496	15	0	0	0	0	0	0	0	0	
756848																																																																																																																																																																																																	7885	0	0	0	12281	158580	0	1350	0	14590	153107	0	0	0	0	14983	0	0	0	1163	0	0	1350	1350	1925	54020	13696	6002	89331	0	0	0.0893	0.1393	0.1267	0.0000	0.0000	0.0000	13633	1350	498	0	0	0	0	0	0	0	0	
757377																																																																																																																																																																																																	7703	0	0	0	564730	882251	0	3588	0	180808	888592	0	0	0	0	172146	0	0	0	5137	-343	0	3588	3588	8865	552769	231138	13790	72102	0	0	0.189699	0.572286	0.560358	0.000000	0.000000	0.000000	168558	3588	12558	0	0	0	0	0	0	0	0	
757452																																																																																																																																																																																																	6870	0	0	1483	14183	171165	0	744	0	19013	173020	0	0	0	0	18245	0	0	0	2619	0	0	744	744	1721	24933	84354	8798	59125	725	0	0.101898	0.136101	0.130551	0.000000	0.000000	0.000000	17501	744	242	0	0	0	0	0	0	0	0	
757612																																																																																																																																																																																																	26872	0	0	0	42565	287447	0	3423	0	27765	286688	0	0	0	0	27233	0	0	1886	0	0	0	2382	2382	24494	46392	72452	16877	144100	384	0	0.0873	0.1437	0.1311	0.0000	0.0000	0.0000	24851	2382	1006	0	0	0	0	0	0	0	0	
